,age,monthly_income,website_visits,time_spent,previous_purchases,is_student,country,device_type,purchased,annual_income,high_engagement,frequent_visitor,income_per_age,returning_customer,total_engagement
56,52,4205.988363782843,9,2.988126640602569,1,1,NL,TABLET,0,50471.860365394125,False,False,80.88439161120853,True,11.98812664060257
57,31,6113.382340407585,9,21.82049367411583,4,1,FR,TABLET,1,73360.58808489102,True,False,197.20588194863177,True,30.82049367411583
58,34,7004.36101019,8,10.406041485130071,2,1,DE,DESKTOP,1,84052.33212228,False,False,206.0106179467647,True,18.40604148513007
59,53,3693.670948263836,9,18.287392709141717,8,0,FR,DESKTOP,1,44324.051379166034,True,False,69.69190468422332,True,27.287392709141717
60,57,4527.933048902523,15,12.783200621146214,3,1,NL,MOBILE,0,54335.19658683028,False,True,79.43742191057058,True,27.783200621146214
61,21,5470.006276849569,13,6.324218565927225,3,1,FR,MOBILE,1,65640.07532219483,False,True,260.476489373789,True,19.324218565927225
62,19,5151.250058533779,12,12.42394789585702,6,0,DE,TABLET,1,61815.00070240535,False,True,271.1184241333568,True,24.42394789585702
63,23,5140.736099380752,11,16.205858557616313,2,0,DE,MOBILE,1,61688.83319256903,True,True,223.5102651904675,True,27.205858557616313
64,59,1999.7892592333976,7,16.286941855862725,4,1,NL,TABLET,1,23997.471110800772,True,False,33.89473320734572,True,23.286941855862725
65,21,2727.374907757301,12,13.248603080851073,3,0,FR,MOBILE,1,32728.498893087613,False,True,129.87499560749052,True,25.248603080851073
66,46,3257.0994685882188,13,15.2665618954427,5,0,NL,MOBILE,1,39085.19362305863,True,True,70.80651018670041,True,28.2665618954427
67,35,5821.631205203013,9,15.661448174312662,1,1,NL,DESKTOP,1,69859.57446243617,True,False,166.33232014865752,True,24.66144817431266
68,43,2146.937639309671,10,19.56285032464057,3,1,TR,TABLET,1,25763.25167171605,True,False,49.92878230952723,True,29.56285032464057
69,61,6284.840060768259,11,21.55336803783186,5,1,NL,DESKTOP,1,75418.0807292191,True,True,103.0301649306272,True,32.55336803783186
70,51,5169.751171118025,11,15.0093455316146,2,0,DE,DESKTOP,1,62037.0140534163,False,True,101.36767002192205,True,26.0093455316146
71,27,5731.345337084161,8,8.38200179079246,4,1,FR,MOBILE,1,68776.14404500993,False,False,212.27204952163558,True,16.382001790792458
72,53,2605.7003841325018,11,18.201080134376976,4,0,FR,DESKTOP,1,31268.40460959002,True,True,49.164158191179276,True,29.201080134376976
73,31,4108.453544035196,8,18.414791209027303,1,0,NL,MOBILE,1,49301.44252842235,True,False,132.5307594850063,True,26.414791209027303
74,48,4448.414179196974,8,19.45829652733109,3,0,DE,MOBILE,0,53380.97015036369,True,False,92.67529539993696,True,27.45829652733109
75,32,4382.450503034041,5,10.204013183688575,6,1,DE,TABLET,1,52589.40603640849,False,False,136.95157821981377,True,15.204013183688575
76,25,4443.486101270077,13,19.03278869139097,4,0,FR,TABLET,0,53321.83321524092,True,True,177.73944405080306,True,32.03278869139097
77,31,3585.210279407333,17,16.581840998960537,2,0,FR,TABLET,1,43022.523352888,True,True,115.65194449701075,True,33.58184099896054
78,40,4202.8106215954895,23,17.8986353490672,5,0,DE,DESKTOP,1,50433.72745914587,True,True,105.07026553988723,True,40.8986353490672
79,57,5550.34593259778,12,11.173808521010631,2,1,TR,TABLET,1,66604.15119117335,False,True,97.37449004557509,True,23.17380852101063
80,38,2250.231537338665,6,5.622009760549448,7,1,NL,DESKTOP,1,27002.778448063982,False,False,59.21661940364908,True,11.622009760549448
81,33,6320.575178358105,8,8.185857528035246,4,0,DE,TABLET,1,75846.90214029726,False,False,191.53258116236682,True,16.185857528035246
82,62,5472.848434552671,10,19.41614024736451,6,0,NL,MOBILE,1,65674.18121463206,True,False,88.27174894439793,True,29.41614024736451
83,35,2552.197160975,7,23.55787119814505,1,0,DE,DESKTOP,1,30626.3659317,True,False,72.919918885,True,30.55787119814505
84,64,4575.754065182982,13,18.90149718915804,1,1,FR,TABLET,1,54909.04878219579,True,True,71.4961572684841,True,31.90149718915804
85,41,5352.248164237067,11,8.872805183271616,2,0,DE,TABLET,0,64226.977970844804,False,True,130.54263815212357,True,19.872805183271616
86,43,2147.060014171474,9,14.781012091839791,0,0,DE,DESKTOP,1,25764.720170057688,False,False,49.931628236545905,False,23.78101209183979
87,42,4062.967650064901,9,16.45993213077469,2,0,NL,MOBILE,1,48755.61180077882,True,False,96.73732500154526,True,25.45993213077469
88,62,3882.2270487474902,10,15.222266379987854,2,0,FR,DESKTOP,1,46586.72458496988,True,False,62.61656530237887,True,25.222266379987854
89,58,3031.6291862396583,10,15.79402550698426,1,0,FR,TABLET,1,36379.550234875904,True,False,52.26946872826997,True,25.794025506984262
90,46,4138.53525514602,8,9.678879122171626,3,0,TR,TABLET,0,49662.42306175224,False,False,89.96815772056566,True,17.678879122171626
91,32,3099.5701360558146,14,7.545566546199679,4,1,TR,TABLET,0,37194.84163266978,False,True,96.8615667517442,True,21.54556654619968
92,62,6061.460603456106,18,10.09101730986094,0,0,DE,MOBILE,1,72737.52724147326,False,True,97.76549360413074,False,28.091017309860938
93,18,3060.033518008885,7,8.777119504716026,5,1,FR,TABLET,1,36720.402216106624,False,False,170.00186211160474,True,15.777119504716026
94,42,5187.968410019737,6,15.570761847116096,5,1,NL,DESKTOP,0,62255.62092023685,True,False,123.52305738142232,True,21.570761847116096
95,24,1516.9204185697536,11,16.15706416484069,7,1,NL,TABLET,0,18203.045022837043,True,True,63.2050174404064,True,27.15706416484069
96,26,3757.2852942250574,9,8.118700732180205,2,0,DE,MOBILE,1,45087.42353070069,False,False,144.5109728548099,True,17.118700732180205
97,41,4018.466736027038,11,14.5793599076268,3,0,TR,MOBILE,1,48221.60083232446,False,True,98.01138380553752,True,25.579359907626802
98,18,3708.563424076704,6,24.227320504284208,1,1,NL,DESKTOP,1,44502.76108892045,True,False,206.03130133759467,True,30.227320504284208
99,61,3405.5225542069134,5,15.711418593652876,3,0,NL,TABLET,1,40866.27065048296,True,False,55.82823859355596,True,20.711418593652876
100,25,2998.7274619823165,14,12.845878847492417,3,0,NL,TABLET,1,35984.7295437878,False,True,119.94909847929266,True,26.845878847492415
101,41,5131.811170022354,5,19.338188286132965,2,0,FR,MOBILE,1,61581.73404026825,True,False,125.1661260981062,True,24.338188286132965
102,28,5499.18678264307,14,26.88568515541817,6,1,NL,MOBILE,1,65990.24139171685,True,True,196.3995279515382,True,40.88568515541817
103,34,3876.7586712150246,8,16.038260996323647,2,1,NL,DESKTOP,0,46521.1040545803,True,False,114.02231385926542,True,24.038260996323647
104,25,2355.0437379675404,11,12.033704733960196,5,0,DE,DESKTOP,0,28260.524855610485,False,True,94.20174951870162,True,23.033704733960196
105,52,6690.923997080242,10,15.587078788874262,2,0,FR,TABLET,1,80291.0879649629,True,False,128.6716153284662,True,25.587078788874262
106,52,2680.303850638179,9,21.916231256257017,2,0,NL,DESKTOP,0,32163.64620765815,True,False,51.54430481996498,True,30.916231256257017
107,50,1810.8666122752788,9,14.628348029069317,5,0,FR,DESKTOP,1,21730.399347303348,False,False,36.217332245505574,True,23.628348029069315
108,22,1000.0,12,15.167496671360352,1,1,DE,MOBILE,1,12000.0,True,True,45.45454545454545,True,27.167496671360354
109,59,4149.17784536899,8,22.089541117777088,3,0,FR,MOBILE,1,49790.13414442788,True,False,70.32504822659305,True,30.089541117777088
110,56,3673.875421727145,7,15.565407284521044,2,0,DE,MOBILE,1,44086.505060725736,True,False,65.60491824512759,True,22.565407284521044
111,58,5546.434973719509,15,23.60126031586884,3,0,DE,DESKTOP,0,66557.21968463411,True,True,95.6281892020605,True,38.60126031586884
112,45,4916.626845168321,9,8.013805124886701,5,1,DE,MOBILE,1,58999.52214201985,False,False,109.2583743370738,True,17.0138051248867
113,24,4435.3018368775565,7,17.288884192968123,1,0,DE,MOBILE,1,53223.62204253068,True,False,184.80424320323152,True,24.288884192968123
114,26,3592.949206805876,11,24.87470712753918,0,0,DE,DESKTOP,1,43115.39048167052,True,True,138.19035410791832,False,35.87470712753918
115,25,5664.9659082965,11,27.29772135912689,5,0,NL,MOBILE,1,67979.590899558,True,True,226.59863633186,True,38.29772135912689
116,29,6801.084852628799,12,12.9438516264186,4,1,TR,MOBILE,1,81613.01823154559,False,True,234.52016733202757,True,24.9438516264186
117,51,5513.468798694856,10,13.673933168439593,6,0,TR,TABLET,1,66161.62558433827,False,False,108.10723134695796,True,23.673933168439593
118,50,3304.702553726185,15,24.71255139444197,4,0,TR,DESKTOP,1,39656.43064471422,True,True,66.0940510745237,True,39.712551394441974
119,40,5172.348330823263,13,13.277967033843474,3,0,NL,TABLET,1,62068.17996987915,False,True,129.30870827058158,True,26.277967033843474
120,41,3396.8654117991773,6,12.41962945773564,7,0,DE,MOBILE,1,40762.38494159013,False,False,82.85037589754091,True,18.41962945773564
121,54,2342.3990262100383,11,12.519393712856605,0,0,TR,TABLET,1,28108.78831452046,False,True,43.37775974463034,False,23.519393712856605
122,52,2651.441406817082,12,10.586660827127774,1,0,TR,MOBILE,1,31817.296881804985,False,True,50.989257823405424,True,22.586660827127773
123,61,3462.7323937933816,11,9.663937457345554,1,1,NL,DESKTOP,0,41552.78872552058,False,True,56.766104816284944,True,20.663937457345554
124,57,4155.939518445316,7,14.060222882092823,4,1,FR,MOBILE,1,49871.27422134379,False,False,72.91121962184765,True,21.060222882092823
125,39,7090.871728863189,12,6.859916774007317,0,1,TR,MOBILE,1,85090.46074635827,False,True,181.81722381700484,False,18.859916774007317
126,44,2677.4657865821987,7,11.989459095573086,3,0,DE,MOBILE,1,32129.589438986382,False,False,60.85149514959542,True,18.989459095573086
127,52,5985.232734536992,8,22.87714602315041,1,0,TR,DESKTOP,1,71822.7928144439,True,False,115.10062951032677,True,30.87714602315041
128,18,3524.1106724611464,10,19.450559721621648,3,1,FR,TABLET,1,42289.32806953376,True,False,195.78392624784146,True,29.450559721621648
129,52,1000.0,12,12.203980434473856,3,1,FR,TABLET,1,12000.0,False,True,19.23076923076923,True,24.203980434473856
130,54,3241.410995604493,7,16.316383855856554,1,1,TR,DESKTOP,0,38896.93194725392,True,False,60.02612954823135,True,23.316383855856554
131,64,5765.045489751536,6,14.546817074867056,3,1,DE,DESKTOP,1,69180.54587701842,False,False,90.07883577736774,True,20.546817074867057
132,31,4517.004278993853,7,11.250945658211212,3,0,NL,TABLET,0,54204.051347926244,False,False,145.7098154514146,True,18.25094565821121
133,20,4606.676797995935,11,3.4991005221800204,2,0,NL,TABLET,1,55280.12157595122,False,True,230.33383989979674,True,14.49910052218002
134,18,5992.75601326657,10,10.554039310991758,3,0,DE,TABLET,1,71913.07215919884,False,False,332.9308896259206,True,20.554039310991758
135,22,2445.4955665964085,12,13.49794838590173,4,0,DE,MOBILE,1,29345.946799156904,False,True,111.15888939074584,True,25.49794838590173
136,43,2422.374354861625,7,27.51373813328926,1,1,FR,MOBILE,1,29068.4922583395,True,False,56.334287322363366,True,34.51373813328926
137,31,1000.0,16,18.144401457534343,5,0,NL,MOBILE,1,12000.0,True,True,32.25806451612903,True,34.14440145753434
138,56,5315.623106864177,3,14.522237616599634,3,0,NL,MOBILE,0,63787.47728237013,False,False,94.92184119400316,True,17.522237616599632
139,44,4843.7263504444045,9,17.550156052488123,8,1,FR,DESKTOP,1,58124.71620533285,True,False,110.08468978282737,True,26.550156052488123
140,26,5085.94977938667,13,16.27927356997859,1,0,NL,DESKTOP,1,61031.397352640044,True,True,195.61345305333347,True,29.27927356997859
141,32,2225.483163914829,10,11.531842364656097,3,0,NL,MOBILE,1,26705.797966977952,False,False,69.54634887233841,True,21.531842364656097
142,32,1593.626566120221,7,14.728364780529086,4,0,DE,MOBILE,1,19123.51879344265,False,False,49.80083019125691,True,21.728364780529084
143,43,2020.572537350001,11,13.255835232876873,3,0,FR,MOBILE,1,24246.870448200014,False,True,46.99005900813956,True,24.255835232876873
144,59,2616.141591461944,17,7.441236965862883,7,0,DE,TABLET,1,31393.699097543325,False,True,44.34138290613464,True,24.441236965862885
145,30,6330.938363369281,13,12.214466309703564,4,0,NL,DESKTOP,1,75971.26036043138,False,True,211.03127877897606,True,25.214466309703564
146,49,5500.190085673753,3,14.531668631277215,3,1,DE,DESKTOP,1,66002.28102808504,False,False,112.24877725864802,True,17.531668631277213
147,56,3312.6690390695194,7,17.2512364293106,1,0,DE,TABLET,1,39752.028468834236,True,False,59.15480426909856,True,24.2512364293106
148,49,4448.8779898899775,8,15.185736114249323,4,1,NL,DESKTOP,1,53386.53587867973,True,False,90.79342836510158,True,23.185736114249323
149,21,2982.456630778392,11,19.85166833278196,5,0,TR,DESKTOP,1,35789.47956934071,True,True,142.02174432278056,True,30.85166833278196
150,47,4546.419641172485,9,14.013191230139064,4,1,TR,DESKTOP,0,54557.035694069826,False,False,96.73233279090394,True,23.013191230139064
151,54,2292.8563933870028,15,21.507753316322663,3,0,TR,TABLET,1,27514.276720644033,True,True,42.460303581240794,True,36.50775331632266
152,40,5125.377168960897,12,16.02999966077148,4,0,DE,TABLET,1,61504.52602753076,True,True,128.13442922402243,True,28.02999966077148
153,56,2725.445053623411,5,17.364910432282844,1,0,TR,DESKTOP,0,32705.34064348093,True,False,48.66866167184662,True,22.364910432282844
154,62,5208.872542814735,9,16.460098127391987,4,1,NL,TABLET,1,62506.470513776825,True,False,84.0140732712054,True,25.460098127391987
155,32,3358.865637708487,14,12.639075739302829,3,0,TR,TABLET,1,40306.38765250184,False,True,104.96455117839022,True,26.63907573930283
156,60,2814.886069602589,6,18.29093295696025,4,0,NL,TABLET,1,33778.63283523107,True,False,46.91476782670982,True,24.29093295696025
157,46,6419.495075874484,12,12.096224450897772,2,0,DE,MOBILE,1,77033.94091049381,False,True,139.5542407798801,True,24.096224450897772
158,53,4265.4192773406485,6,10.266445840124767,1,0,DE,DESKTOP,1,51185.03132808778,False,False,80.47960900642732,True,16.266445840124767
159,30,3516.727943427164,16,16.382592571978268,0,0,NL,MOBILE,1,42200.73532112597,True,True,117.22426478090547,False,32.382592571978265
160,49,5137.267462526896,13,14.69517812758618,2,0,TR,MOBILE,0,61647.20955032276,False,True,104.84219311279381,True,27.695178127586182
161,24,1990.0133956376724,8,11.140012668598535,5,1,NL,TABLET,1,23880.16074765207,False,False,82.91722481823635,True,19.140012668598537
162,39,5660.295383890538,7,15.51552672813749,3,0,NL,DESKTOP,0,67923.54460668645,True,False,145.13577907411636,True,22.515526728137488
163,45,3790.832940387326,10,18.484772693045063,3,1,FR,DESKTOP,1,45489.995284647914,True,False,84.24073200860724,True,28.484772693045063
164,19,4901.181573502656,11,14.05633712167073,1,0,NL,MOBILE,1,58814.17888203187,False,True,257.9569249211924,True,25.05633712167073
165,59,1678.1898084653708,6,23.009759276020464,1,0,FR,TABLET,1,20138.277701584448,True,False,28.443895058735098,True,29.009759276020464
166,62,3426.3610628005067,9,20.78941251092176,5,0,NL,MOBILE,0,41116.33275360608,True,False,55.263888109685595,True,29.78941251092176
167,23,4006.870209018226,7,12.917164384347776,6,0,TR,DESKTOP,0,48082.44250821871,False,False,174.21174821818374,True,19.917164384347778
168,45,5545.448820427793,5,9.305910988092378,2,1,NL,MOBILE,1,66545.38584513351,False,False,123.23219600950651,True,14.305910988092378
169,45,5020.616595906224,5,14.418395856282643,1,0,NL,MOBILE,1,60247.399150874684,False,False,111.56925768680497,True,19.418395856282643
170,61,3411.284443573875,5,17.290901406019877,7,1,TR,DESKTOP,1,40935.413322886496,True,False,55.92269579629303,True,22.290901406019877
171,61,4476.9216359850725,9,6.584838467066138,2,0,TR,MOBILE,1,53723.05963182087,False,False,73.3921579669684,True,15.584838467066138
172,37,5884.853652590473,6,6.500509209008854,3,0,NL,TABLET,1,70618.24383108568,False,False,159.05009871866142,True,12.500509209008854
173,47,3700.01727486616,9,8.802389349293732,3,0,FR,MOBILE,1,44400.207298393914,False,False,78.72377180566298,True,17.802389349293733
174,28,3536.702559347039,15,20.7418118670086,1,0,FR,MOBILE,1,42440.43071216447,True,True,126.31080569096568,True,35.7418118670086
175,45,1165.443035870631,9,22.108344860620573,4,0,NL,DESKTOP,0,13985.316430447572,True,False,25.898734130458468,True,31.108344860620573
176,42,3581.3914969857847,15,9.732716628302912,2,0,TR,MOBILE,1,42976.697963829414,False,True,85.27122611870917,True,24.73271662830291
177,56,1390.5594419732174,15,8.031560636946065,4,0,TR,MOBILE,0,16686.71330367861,False,True,24.831418606664595,True,23.031560636946065
178,50,3828.497981450189,8,16.160503768677945,2,1,FR,MOBILE,1,45941.975777402266,True,False,76.56995962900378,True,24.160503768677945
179,18,5482.202714864121,5,15.694357181896862,3,1,NL,DESKTOP,0,65786.43257836945,True,False,304.56681749245115,True,20.694357181896862
180,44,1000.0,11,9.04675563271004,3,1,DE,DESKTOP,1,12000.0,False,True,22.727272727272727,True,20.04675563271004
181,30,5851.313236931185,7,9.971745490789235,4,0,DE,TABLET,1,70215.75884317422,False,False,195.04377456437285,True,16.971745490789235
182,58,3504.6653100157023,9,11.713415678745902,2,0,DE,TABLET,1,42055.98372018843,False,False,60.42526396578797,True,20.713415678745903
183,20,3959.252699310091,7,12.848139878480843,5,0,DE,TABLET,0,47511.03239172109,False,False,197.96263496550455,True,19.848139878480843
184,56,3246.3703297921875,6,16.526484811101305,3,0,TR,DESKTOP,1,38956.44395750625,True,False,57.97089874628906,True,22.526484811101305
185,23,1430.1446761770108,12,3.286247960546513,2,0,DE,MOBILE,1,17161.736114124127,False,True,62.18020331204394,True,15.286247960546513
186,25,2825.51623855564,11,24.53128143417655,4,0,NL,DESKTOP,0,33906.19486266768,True,True,113.0206495422256,True,35.53128143417655
187,44,7146.115102674227,11,16.867697551158493,2,1,FR,DESKTOP,1,85753.38123209073,True,True,162.4117068789597,True,27.867697551158493
188,26,2355.9317556198225,7,15.433643485891777,6,0,FR,MOBILE,1,28271.181067437872,True,False,90.61275983153163,True,22.43364348589178
189,54,1617.1864574116744,4,11.840303370710354,0,1,TR,TABLET,1,19406.237488940093,False,False,29.94789735947545,False,15.840303370710354
190,50,4211.936541110655,10,10.784977467737596,4,1,TR,MOBILE,1,50543.23849332785,False,False,84.23873082221309,True,20.784977467737598
191,59,3871.335227241525,9,11.041318275811747,4,1,DE,MOBILE,1,46456.0227268983,False,False,65.6158513091784,True,20.041318275811747
192,61,3515.005313806528,14,12.554354417424063,1,0,DE,DESKTOP,1,42180.06376567834,False,True,57.62303793125456,True,26.554354417424065
193,41,4021.671915028384,6,17.04479194001832,3,0,NL,MOBILE,1,48260.062980340605,True,False,98.08955890313132,True,23.04479194001832
194,32,4966.303916044235,4,20.69224732738643,1,0,FR,TABLET,1,59595.64699253082,True,False,155.19699737638234,True,24.69224732738643
195,49,3119.2546003220286,6,7.93217207881265,5,1,NL,MOBILE,0,37431.055203864344,False,False,63.658257149429154,True,13.93217207881265
196,49,4291.615312423925,12,12.794857727437032,3,0,FR,TABLET,1,51499.38374908711,False,True,87.58398596783522,True,24.794857727437034
197,41,5535.811993195006,9,15.6971624197368,2,0,TR,TABLET,1,66429.74391834007,True,False,135.01980471207332,True,24.6971624197368
198,58,2507.066999867808,7,16.051511516969235,2,1,TR,MOBILE,1,30084.8039984137,True,False,43.22529310116911,True,23.051511516969235
199,29,1000.0,3,12.107042467351356,4,1,FR,TABLET,1,12000.0,False,False,34.48275862068966,True,15.107042467351356
200,56,5006.212738143874,10,13.184147969916364,5,0,NL,TABLET,1,60074.55285772649,False,False,89.39665603828347,True,23.184147969916364
201,19,7754.44386340446,14,13.83185841832298,4,0,DE,MOBILE,1,93053.32636085352,False,True,408.1286243897084,True,27.83185841832298
202,20,3988.968019526777,5,9.054214780492964,2,0,FR,DESKTOP,0,47867.61623432132,False,False,199.44840097633886,True,14.054214780492964
203,54,4302.898301598934,13,10.359116393057308,3,0,DE,MOBILE,1,51634.77961918721,False,True,79.68330188146174,True,23.359116393057306
204,34,3556.287350359014,11,5.583294845135537,0,0,FR,TABLET,1,42675.448204308166,False,True,104.59668677526511,False,16.583294845135537
205,19,6382.091262265389,7,20.51133649554053,7,0,FR,DESKTOP,1,76585.09514718466,True,False,335.899540119231,True,27.51133649554053
